target_city,priority,assigned_pilot,assigned_aircraft,distance,weather_conditions,pilot_skill,aircraft_speed,fuel_capacity,mission_fit_score
Manama,2,David Miller,Stealth Fighter,1925.9274117692805,Clear,5,1800,3500,0
Kuwait City,3,David Miller,Stealth Fighter,1570.128797124295,Clear,5,1800,3500,0
Doha,4,David Miller,Stealth Fighter,2054.894201862133,Clear,5,1800,3500,0
Damascus,5,Sarah Connor,Stealth Fighter,463.64045875784797,Clear,8,1800,3500,0
Beirut,4,Sarah Connor,Stealth Fighter,415.72849416593107,Clear,8,1800,3500,0
Amman,3,Sarah Connor,Stealth Fighter,390.1637287412529,Clear,8,1800,3500,0
Cairo,3,Sarah Connor,Stealth Fighter,201.95901286025176,Clear,8,1800,3500,0
Baghdad,5,Sarah Connor,Stealth Fighter,1191.2819032577597,Clear,8,1800,3500,0
Tehran,4,Sarah Connor,Stealth Fighter,1859.2355657612743,Clouds,8,1800,3500,0
Riyadh,3,Sarah Connor,Stealth Fighter,1662.0823516140424,Clear,8,1800,3500,0
Tripoli,2,Sarah Connor,Stealth Fighter,1751.0069634215297,Clouds,8,1800,3500,0
Ankara,4,Sarah Connor,Stealth Fighter,908.4406467300851,Clear,8,1800,3500,0
Khartoum,3,Sarah Connor,Stealth Fighter,1806.5038966206735,Clouds,8,1800,3500,0
Gaza,5,Sarah Connor,Stealth Fighter,253.93592162554287,Clear,8,1800,3500,0
Sanaa,2,Sarah Connor,Stealth Fighter,2218.9775030061282,Rain,8,1800,3500,0
Manama,2,Sarah Connor,Stealth Fighter,1925.9274117692805,Clear,8,1800,3500,0
Kuwait City,3,Sarah Connor,Stealth Fighter,1570.128797124295,Clear,8,1800,3500,0
Doha,4,Sarah Connor,Stealth Fighter,2054.894201862133,Clear,8,1800,3500,0
Damascus,5,John Doe,Recon Drone,463.64045875784797,Clear,8,600,1200,0
Beirut,4,John Doe,Recon Drone,415.72849416593107,Clear,8,600,1200,0
Amman,3,John Doe,Recon Drone,390.1637287412529,Clear,8,600,1200,0
Cairo,3,John Doe,Recon Drone,201.95901286025176,Clear,8,600,1200,0
Baghdad,5,John Doe,Recon Drone,1191.2819032577597,Clear,8,600,1200,0
Tehran,4,John Doe,Recon Drone,1859.2355657612743,Clouds,8,600,1200,0
Riyadh,3,John Doe,Recon Drone,1662.0823516140424,Clear,8,600,1200,0
Tripoli,2,John Doe,Recon Drone,1751.0069634215297,Clouds,8,600,1200,0
Ankara,4,John Doe,Recon Drone,908.4406467300851,Clear,8,600,1200,0
Khartoum,3,John Doe,Recon Drone,1806.5038966206735,Clouds,8,600,1200,0
Gaza,5,John Doe,Recon Drone,253.93592162554287,Clear,8,600,1200,0
Sanaa,2,John Doe,Recon Drone,2218.9775030061282,Rain,8,600,1200,0
Manama,2,John Doe,Recon Drone,1925.9274117692805,Clear,8,600,1200,0
Kuwait City,3,John Doe,Recon Drone,1570.128797124295,Clear,8,600,1200,0
Doha,4,John Doe,Recon Drone,2054.894201862133,Clear,8,600,1200,0
Damascus,5,Jane Smith,Recon Drone,463.64045875784797,Clear,6,600,1200,0
Beirut,4,Jane Smith,Recon Drone,415.72849416593107,Clear,6,600,1200,0
Amman,3,Jane Smith,Recon Drone,390.1637287412529,Clear,6,600,1200,0
Cairo,3,Jane Smith,Recon Drone,201.95901286025176,Clear,6,600,1200,0
Baghdad,5,Jane Smith,Recon Drone,1191.2819032577597,Clear,6,600,1200,0
Tehran,4,Jane Smith,Recon Drone,1859.2355657612743,Clouds,6,600,1200,0
Riyadh,3,Jane Smith,Recon Drone,1662.0823516140424,Clear,6,600,1200,0
Tripoli,2,Jane Smith,Recon Drone,1751.0069634215297,Clouds,6,600,1200,0
Ankara,4,Jane Smith,Recon Drone,908.4406467300851,Clear,6,600,1200,0
Khartoum,3,Jane Smith,Recon Drone,1806.5038966206735,Clouds,6,600,1200,0
Gaza,5,Jane Smith,Recon Drone,253.93592162554287,Clear,6,600,1200,0
Sanaa,2,Jane Smith,Recon Drone,2218.9775030061282,Rain,6,600,1200,0
Manama,2,Jane Smith,Recon Drone,1925.9274117692805,Clear,6,600,1200,0
Kuwait City,3,Jane Smith,Recon Drone,1570.128797124295,Clear,6,600,1200,0
Doha,4,Jane Smith,Recon Drone,2054.894201862133,Clear,6,600,1200,0
Damascus,5,Michael Clark,Recon Drone,463.64045875784797,Clear,9,600,1200,0
Beirut,4,Michael Clark,Recon Drone,415.72849416593107,Clear,9,600,1200,0
Amman,3,Michael Clark,Recon Drone,390.1637287412529,Clear,9,600,1200,0
Cairo,3,Michael Clark,Recon Drone,201.95901286025176,Clear,9,600,1200,0
Baghdad,5,Michael Clark,Recon Drone,1191.2819032577597,Clear,9,600,1200,0
Tehran,4,Michael Clark,Recon Drone,1859.2355657612743,Clouds,9,600,1200,0
Riyadh,3,Michael Clark,Recon Drone,1662.0823516140424,Clear,9,600,1200,0
Tripoli,2,Michael Clark,Recon Drone,1751.0069634215297,Clouds,9,600,1200,0
Ankara,4,Michael Clark,Recon Drone,908.4406467300851,Clear,9,600,1200,0
Khartoum,3,Michael Clark,Recon Drone,1806.5038966206735,Clouds,9,600,1200,0
Gaza,5,Michael Clark,Recon Drone,253.93592162554287,Clear,9,600,1200,0
Sanaa,2,Michael Clark,Recon Drone,2218.9775030061282,Rain,9,600,1200,0
Manama,2,Michael Clark,Recon Drone,1925.9274117692805,Clear,9,600,1200,0
Kuwait City,3,Michael Clark,Recon Drone,1570.128797124295,Clear,9,600,1200,0
Doha,4,Michael Clark,Recon Drone,2054.894201862133,Clear,9,600,1200,0
Damascus,5,Alice Johnson,Recon Drone,463.64045875784797,Clear,7,600,1200,0
Beirut,4,Alice Johnson,Recon Drone,415.72849416593107,Clear,7,600,1200,0
Amman,3,Alice Johnson,Recon Drone,390.1637287412529,Clear,7,600,1200,0
Cairo,3,Alice Johnson,Recon Drone,201.95901286025176,Clear,7,600,1200,0
Baghdad,5,Alice Johnson,Recon Drone,1191.2819032577597,Clear,7,600,1200,0
Tehran,4,Alice Johnson,Recon Drone,1859.2355657612743,Clouds,7,600,1200,0
Riyadh,3,Alice Johnson,Recon Drone,1662.0823516140424,Clear,7,600,1200,0
Tripoli,2,Alice Johnson,Recon Drone,1751.0069634215297,Clouds,7,600,1200,0
Ankara,4,Alice Johnson,Recon Drone,908.4406467300851,Clear,7,600,1200,0
Khartoum,3,Alice Johnson,Recon Drone,1806.5038966206735,Clouds,7,600,1200,0
Gaza,5,Alice Johnson,Recon Drone,253.93592162554287,Clear,7,600,1200,0
Sanaa,2,Alice Johnson,Recon Drone,2218.9775030061282,Rain,7,600,1200,0
Manama,2,Alice Johnson,Recon Drone,1925.9274117692805,Clear,7,600,1200,0
Kuwait City,3,Alice Johnson,Recon Drone,1570.128797124295,Clear,7,600,1200,0
Doha,4,Alice Johnson,Recon Drone,2054.894201862133,Clear,7,600,1200,0
Damascus,5,Robert White,Recon Drone,463.64045875784797,Clear,10,600,1200,0
Beirut,4,Robert White,Recon Drone,415.72849416593107,Clear,10,600,1200,0
Amman,3,Robert White,Recon Drone,390.1637287412529,Clear,10,600,1200,0
Cairo,3,Robert White,Recon Drone,201.95901286025176,Clear,10,600,1200,0
Baghdad,5,Robert White,Recon Drone,1191.2819032577597,Clear,10,600,1200,0
Tehran,4,Robert White,Recon Drone,1859.2355657612743,Clouds,10,600,1200,0
Riyadh,3,Robert White,Recon Drone,1662.0823516140424,Clear,10,600,1200,0
Tripoli,2,Robert White,Recon Drone,1751.0069634215297,Clouds,10,600,1200,0
Ankara,4,Robert White,Recon Drone,908.4406467300851,Clear,10,600,1200,0
Khartoum,3,Robert White,Recon Drone,1806.5038966206735,Clouds,10,600,1200,0
Gaza,5,Robert White,Recon Drone,253.93592162554287,Clear,10,600,1200,0
Sanaa,2,Robert White,Recon Drone,2218.9775030061282,Rain,10,600,1200,0
Manama,2,Robert White,Recon Drone,1925.9274117692805,Clear,10,600,1200,0
Kuwait City,3,Robert White,Recon Drone,1570.128797124295,Clear,10,600,1200,0
Doha,4,Robert White,Recon Drone,2054.894201862133,Clear,10,600,1200,0
Damascus,5,Tom Cruise,Recon Drone,463.64045875784797,Clear,9,600,1200,0
Beirut,4,Tom Cruise,Recon Drone,415.72849416593107,Clear,9,600,1200,0
Amman,3,Tom Cruise,Recon Drone,390.1637287412529,Clear,9,600,1200,0
Cairo,3,Tom Cruise,Recon Drone,201.95901286025176,Clear,9,600,1200,0
Baghdad,5,Tom Cruise,Recon Drone,1191.2819032577597,Clear,9,600,1200,0
Tehran,4,Tom Cruise,Recon Drone,1859.2355657612743,Clouds,9,600,1200,0
Riyadh,3,Tom Cruise,Recon Drone,1662.0823516140424,Clear,9,600,1200,0
Tripoli,2,Tom Cruise,Recon Drone,1751.0069634215297,Clouds,9,600,1200,0
Ankara,4,Tom Cruise,Recon Drone,908.4406467300851,Clear,9,600,1200,0
Khartoum,3,Tom Cruise,Recon Drone,1806.5038966206735,Clouds,9,600,1200,0
Gaza,5,Tom Cruise,Recon Drone,253.93592162554287,Clear,9,600,1200,0
Sanaa,2,Tom Cruise,Recon Drone,2218.9775030061282,Rain,9,600,1200,0
Manama,2,Tom Cruise,Recon Drone,1925.9274117692805,Clear,9,600,1200,0
Kuwait City,3,Tom Cruise,Recon Drone,1570.128797124295,Clear,9,600,1200,0
Doha,4,Tom Cruise,Recon Drone,2054.894201862133,Clear,9,600,1200,0
Damascus,5,Chris Pratt,Recon Drone,463.64045875784797,Clear,6,600,1200,0
Beirut,4,Chris Pratt,Recon Drone,415.72849416593107,Clear,6,600,1200,0
Amman,3,Chris Pratt,Recon Drone,390.1637287412529,Clear,6,600,1200,0
Cairo,3,Chris Pratt,Recon Drone,201.95901286025176,Clear,6,600,1200,0
Baghdad,5,Chris Pratt,Recon Drone,1191.2819032577597,Clear,6,600,1200,0
Tehran,4,Chris Pratt,Recon Drone,1859.2355657612743,Clouds,6,600,1200,0
Riyadh,3,Chris Pratt,Recon Drone,1662.0823516140424,Clear,6,600,1200,0
Tripoli,2,Chris Pratt,Recon Drone,1751.0069634215297,Clouds,6,600,1200,0
Ankara,4,Chris Pratt,Recon Drone,908.4406467300851,Clear,6,600,1200,0
Khartoum,3,Chris Pratt,Recon Drone,1806.5038966206735,Clouds,6,600,1200,0
Gaza,5,Chris Pratt,Recon Drone,253.93592162554287,Clear,6,600,1200,0
Sanaa,2,Chris Pratt,Recon Drone,2218.9775030061282,Rain,6,600,1200,0
Manama,2,Chris Pratt,Recon Drone,1925.9274117692805,Clear,6,600,1200,0
Kuwait City,3,Chris Pratt,Recon Drone,1570.128797124295,Clear,6,600,1200,0
Doha,4,Chris Pratt,Recon Drone,2054.894201862133,Clear,6,600,1200,0
Damascus,5,David Miller,Recon Drone,463.64045875784797,Clear,5,600,1200,0
Beirut,4,David Miller,Recon Drone,415.72849416593107,Clear,5,600,1200,0
Amman,3,David Miller,Recon Drone,390.1637287412529,Clear,5,600,1200,0
Cairo,3,David Miller,Recon Drone,201.95901286025176,Clear,5,600,1200,0
Baghdad,5,David Miller,Recon Drone,1191.2819032577597,Clear,5,600,1200,0
Tehran,4,David Miller,Recon Drone,1859.2355657612743,Clouds,5,600,1200,0
Riyadh,3,David Miller,Recon Drone,1662.0823516140424,Clear,5,600,1200,0
Tripoli,2,David Miller,Recon Drone,1751.0069634215297,Clouds,5,600,1200,0
Ankara,4,David Miller,Recon Drone,908.4406467300851,Clear,5,600,1200,0
Khartoum,3,David Miller,Recon Drone,1806.5038966206735,Clouds,5,600,1200,0
Gaza,5,David Miller,Recon Drone,253.93592162554287,Clear,5,600,1200,0
Sanaa,2,David Miller,Recon Drone,2218.9775030061282,Rain,5,600,1200,0
Manama,2,David Miller,Recon Drone,1925.9274117692805,Clear,5,600,1200,0
Kuwait City,3,David Miller,Recon Drone,1570.128797124295,Clear,5,600,1200,0
Doha,4,David Miller,Recon Drone,2054.894201862133,Clear,5,600,1200,0
Damascus,5,Sarah Connor,Recon Drone,463.64045875784797,Clear,8,600,1200,0
Beirut,4,Sarah Connor,Recon Drone,415.72849416593107,Clear,8,600,1200,0
Amman,3,Sarah Connor,Recon Drone,390.1637287412529,Clear,8,600,1200,0
Cairo,3,Sarah Connor,Recon Drone,201.95901286025176,Clear,8,600,1200,0
Baghdad,5,Sarah Connor,Recon Drone,1191.2819032577597,Clear,8,600,1200,0
Tehran,4,Sarah Connor,Recon Drone,1859.2355657612743,Clouds,8,600,1200,0
Riyadh,3,Sarah Connor,Recon Drone,1662.0823516140424,Clear,8,600,1200,0
Tripoli,2,Sarah Connor,Recon Drone,1751.0069634215297,Clouds,8,600,1200,0
Ankara,4,Sarah Connor,Recon Drone,908.4406467300851,Clear,8,600,1200,0
Khartoum,3,Sarah Connor,Recon Drone,1806.5038966206735,Clouds,8,600,1200,0
Gaza,5,Sarah Connor,Recon Drone,253.93592162554287,Clear,8,600,1200,0
Sanaa,2,Sarah Connor,Recon Drone,2218.9775030061282,Rain,8,600,1200,0
Manama,2,Sarah Connor,Recon Drone,1925.9274117692805,Clear,8,600,1200,0
Kuwait City,3,Sarah Connor,Recon Drone,1570.128797124295,Clear,8,600,1200,0
Doha,4,Sarah Connor,Recon Drone,2054.894201862133,Clear,8,600,1200,0
Damascus,5,John Doe,Heavy Bomber,463.64045875784797,Clear,8,850,6000,0
Beirut,4,John Doe,Heavy Bomber,415.72849416593107,Clear,8,850,6000,0
Amman,3,John Doe,Heavy Bomber,390.1637287412529,Clear,8,850,6000,0
Cairo,3,John Doe,Heavy Bomber,201.95901286025176,Clear,8,850,6000,0
Baghdad,5,John Doe,Heavy Bomber,1191.2819032577597,Clear,8,850,6000,0
Tehran,4,John Doe,Heavy Bomber,1859.2355657612743,Clouds,8,850,6000,0
Riyadh,3,John Doe,Heavy Bomber,1662.0823516140424,Clear,8,850,6000,0
Tripoli,2,John Doe,Heavy Bomber,1751.0069634215297,Clouds,8,850,6000,0
Ankara,4,John Doe,Heavy Bomber,908.4406467300851,Clear,8,850,6000,0
Khartoum,3,John Doe,Heavy Bomber,1806.5038966206735,Clouds,8,850,6000,0
Gaza,5,John Doe,Heavy Bomber,253.93592162554287,Clear,8,850,6000,0
Sanaa,2,John Doe,Heavy Bomber,2218.9775030061282,Rain,8,850,6000,0
Manama,2,John Doe,Heavy Bomber,1925.9274117692805,Clear,8,850,6000,0
Kuwait City,3,John Doe,Heavy Bomber,1570.128797124295,Clear,8,850,6000,0
Doha,4,John Doe,Heavy Bomber,2054.894201862133,Clear,8,850,6000,0
Damascus,5,Jane Smith,Heavy Bomber,463.64045875784797,Clear,6,850,6000,0
Beirut,4,Jane Smith,Heavy Bomber,415.72849416593107,Clear,6,850,6000,0
Amman,3,Jane Smith,Heavy Bomber,390.1637287412529,Clear,6,850,6000,0
Cairo,3,Jane Smith,Heavy Bomber,201.95901286025176,Clear,6,850,6000,0
Baghdad,5,Jane Smith,Heavy Bomber,1191.2819032577597,Clear,6,850,6000,0
Tehran,4,Jane Smith,Heavy Bomber,1859.2355657612743,Clouds,6,850,6000,0
Riyadh,3,Jane Smith,Heavy Bomber,1662.0823516140424,Clear,6,850,6000,0
Tripoli,2,Jane Smith,Heavy Bomber,1751.0069634215297,Clouds,6,850,6000,0
Ankara,4,Jane Smith,Heavy Bomber,908.4406467300851,Clear,6,850,6000,0
Khartoum,3,Jane Smith,Heavy Bomber,1806.5038966206735,Clouds,6,850,6000,0
Gaza,5,Jane Smith,Heavy Bomber,253.93592162554287,Clear,6,850,6000,0
Sanaa,2,Jane Smith,Heavy Bomber,2218.9775030061282,Rain,6,850,6000,0
Manama,2,Jane Smith,Heavy Bomber,1925.9274117692805,Clear,6,850,6000,0
Kuwait City,3,Jane Smith,Heavy Bomber,1570.128797124295,Clear,6,850,6000,0
Doha,4,Jane Smith,Heavy Bomber,2054.894201862133,Clear,6,850,6000,0
Damascus,5,Michael Clark,Heavy Bomber,463.64045875784797,Clear,9,850,6000,0
Beirut,4,Michael Clark,Heavy Bomber,415.72849416593107,Clear,9,850,6000,0
Amman,3,Michael Clark,Heavy Bomber,390.1637287412529,Clear,9,850,6000,0
Cairo,3,Michael Clark,Heavy Bomber,201.95901286025176,Clear,9,850,6000,0
Baghdad,5,Michael Clark,Heavy Bomber,1191.2819032577597,Clear,9,850,6000,0
Tehran,4,Michael Clark,Heavy Bomber,1859.2355657612743,Clouds,9,850,6000,0
Riyadh,3,Michael Clark,Heavy Bomber,1662.0823516140424,Clear,9,850,6000,0
Tripoli,2,Michael Clark,Heavy Bomber,1751.0069634215297,Clouds,9,850,6000,0
Ankara,4,Michael Clark,Heavy Bomber,908.4406467300851,Clear,9,850,6000,0
Khartoum,3,Michael Clark,Heavy Bomber,1806.5038966206735,Clouds,9,850,6000,0
Gaza,5,Michael Clark,Heavy Bomber,253.93592162554287,Clear,9,850,6000,0
Sanaa,2,Michael Clark,Heavy Bomber,2218.9775030061282,Rain,9,850,6000,0
Manama,2,Michael Clark,Heavy Bomber,1925.9274117692805,Clear,9,850,6000,0
Kuwait City,3,Michael Clark,Heavy Bomber,1570.128797124295,Clear,9,850,6000,0
Doha,4,Michael Clark,Heavy Bomber,2054.894201862133,Clear,9,850,6000,0
Damascus,5,Alice Johnson,Heavy Bomber,463.64045875784797,Clear,7,850,6000,0
Beirut,4,Alice Johnson,Heavy Bomber,415.72849416593107,Clear,7,850,6000,0
Amman,3,Alice Johnson,Heavy Bomber,390.1637287412529,Clear,7,850,6000,0
Cairo,3,Alice Johnson,Heavy Bomber,201.95901286025176,Clear,7,850,6000,0
Baghdad,5,Alice Johnson,Heavy Bomber,1191.2819032577597,Clear,7,850,6000,0
Tehran,4,Alice Johnson,Heavy Bomber,1859.2355657612743,Clouds,7,850,6000,0
Riyadh,3,Alice Johnson,Heavy Bomber,1662.0823516140424,Clear,7,850,6000,0
Tripoli,2,Alice Johnson,Heavy Bomber,1751.0069634215297,Clouds,7,850,6000,0
Ankara,4,Alice Johnson,Heavy Bomber,908.4406467300851,Clear,7,850,6000,0
Khartoum,3,Alice Johnson,Heavy Bomber,1806.5038966206735,Clouds,7,850,6000,0
Gaza,5,Alice Johnson,Heavy Bomber,253.93592162554287,Clear,7,850,6000,0
Sanaa,2,Alice Johnson,Heavy Bomber,2218.9775030061282,Rain,7,850,6000,0
Manama,2,Alice Johnson,Heavy Bomber,1925.9274117692805,Clear,7,850,6000,0
Kuwait City,3,Alice Johnson,Heavy Bomber,1570.128797124295,Clear,7,850,6000,0
Doha,4,Alice Johnson,Heavy Bomber,2054.894201862133,Clear,7,850,6000,0
Damascus,5,Robert White,Heavy Bomber,463.64045875784797,Clear,10,850,6000,0
Beirut,4,Robert White,Heavy Bomber,415.72849416593107,Clear,10,850,6000,0
Amman,3,Robert White,Heavy Bomber,390.1637287412529,Clear,10,850,6000,0
Cairo,3,Robert White,Heavy Bomber,201.95901286025176,Clear,10,850,6000,0
Baghdad,5,Robert White,Heavy Bomber,1191.2819032577597,Clear,10,850,6000,0
Tehran,4,Robert White,Heavy Bomber,1859.2355657612743,Clouds,10,850,6000,0
Riyadh,3,Robert White,Heavy Bomber,1662.0823516140424,Clear,10,850,6000,0
Tripoli,2,Robert White,Heavy Bomber,1751.0069634215297,Clouds,10,850,6000,0
Ankara,4,Robert White,Heavy Bomber,908.4406467300851,Clear,10,850,6000,0
Khartoum,3,Robert White,Heavy Bomber,1806.5038966206735,Clouds,10,850,6000,0
Gaza,5,Robert White,Heavy Bomber,253.93592162554287,Clear,10,850,6000,0
Sanaa,2,Robert White,Heavy Bomber,2218.9775030061282,Rain,10,850,6000,0
Manama,2,Robert White,Heavy Bomber,1925.9274117692805,Clear,10,850,6000,0
Kuwait City,3,Robert White,Heavy Bomber,1570.128797124295,Clear,10,850,6000,0
Doha,4,Robert White,Heavy Bomber,2054.894201862133,Clear,10,850,6000,0
Damascus,5,Tom Cruise,Heavy Bomber,463.64045875784797,Clear,9,850,6000,0
Beirut,4,Tom Cruise,Heavy Bomber,415.72849416593107,Clear,9,850,6000,0
Amman,3,Tom Cruise,Heavy Bomber,390.1637287412529,Clear,9,850,6000,0
Cairo,3,Tom Cruise,Heavy Bomber,201.95901286025176,Clear,9,850,6000,0
Baghdad,5,Tom Cruise,Heavy Bomber,1191.2819032577597,Clear,9,850,6000,0
Tehran,4,Tom Cruise,Heavy Bomber,1859.2355657612743,Clouds,9,850,6000,0
Riyadh,3,Tom Cruise,Heavy Bomber,1662.0823516140424,Clear,9,850,6000,0
Tripoli,2,Tom Cruise,Heavy Bomber,1751.0069634215297,Clouds,9,850,6000,0
Ankara,4,Tom Cruise,Heavy Bomber,908.4406467300851,Clear,9,850,6000,0
Khartoum,3,Tom Cruise,Heavy Bomber,1806.5038966206735,Clouds,9,850,6000,0
Gaza,5,Tom Cruise,Heavy Bomber,253.93592162554287,Clear,9,850,6000,0
Sanaa,2,Tom Cruise,Heavy Bomber,2218.9775030061282,Rain,9,850,6000,0
Manama,2,Tom Cruise,Heavy Bomber,1925.9274117692805,Clear,9,850,6000,0
Kuwait City,3,Tom Cruise,Heavy Bomber,1570.128797124295,Clear,9,850,6000,0
Doha,4,Tom Cruise,Heavy Bomber,2054.894201862133,Clear,9,850,6000,0
Damascus,5,Chris Pratt,Heavy Bomber,463.64045875784797,Clear,6,850,6000,0
Beirut,4,Chris Pratt,Heavy Bomber,415.72849416593107,Clear,6,850,6000,0
Amman,3,Chris Pratt,Heavy Bomber,390.1637287412529,Clear,6,850,6000,0
Cairo,3,Chris Pratt,Heavy Bomber,201.95901286025176,Clear,6,850,6000,0
Baghdad,5,Chris Pratt,Heavy Bomber,1191.2819032577597,Clear,6,850,6000,0
Tehran,4,Chris Pratt,Heavy Bomber,1859.2355657612743,Clouds,6,850,6000,0
Riyadh,3,Chris Pratt,Heavy Bomber,1662.0823516140424,Clear,6,850,6000,0
Tripoli,2,Chris Pratt,Heavy Bomber,1751.0069634215297,Clouds,6,850,6000,0
Ankara,4,Chris Pratt,Heavy Bomber,908.4406467300851,Clear,6,850,6000,0
Khartoum,3,Chris Pratt,Heavy Bomber,1806.5038966206735,Clouds,6,850,6000,0
Gaza,5,Chris Pratt,Heavy Bomber,253.93592162554287,Clear,6,850,6000,0
Sanaa,2,Chris Pratt,Heavy Bomber,2218.9775030061282,Rain,6,850,6000,0
Manama,2,Chris Pratt,Heavy Bomber,1925.9274117692805,Clear,6,850,6000,0
Kuwait City,3,Chris Pratt,Heavy Bomber,1570.128797124295,Clear,6,850,6000,0
Doha,4,Chris Pratt,Heavy Bomber,2054.894201862133,Clear,6,850,6000,0
Damascus,5,David Miller,Heavy Bomber,463.64045875784797,Clear,5,850,6000,0
Beirut,4,David Miller,Heavy Bomber,415.72849416593107,Clear,5,850,6000,0
Amman,3,David Miller,Heavy Bomber,390.1637287412529,Clear,5,850,6000,0
Cairo,3,David Miller,Heavy Bomber,201.95901286025176,Clear,5,850,6000,0
Baghdad,5,David Miller,Heavy Bomber,1191.2819032577597,Clear,5,850,6000,0
Tehran,4,David Miller,Heavy Bomber,1859.2355657612743,Clouds,5,850,6000,0
Riyadh,3,David Miller,Heavy Bomber,1662.0823516140424,Clear,5,850,6000,0
Tripoli,2,David Miller,Heavy Bomber,1751.0069634215297,Clouds,5,850,6000,0
Ankara,4,David Miller,Heavy Bomber,908.4406467300851,Clear,5,850,6000,0
Khartoum,3,David Miller,Heavy Bomber,1806.5038966206735,Clouds,5,850,6000,0
Gaza,5,David Miller,Heavy Bomber,253.93592162554287,Clear,5,850,6000,0
Sanaa,2,David Miller,Heavy Bomber,2218.9775030061282,Rain,5,850,6000,0
Manama,2,David Miller,Heavy Bomber,1925.9274117692805,Clear,5,850,6000,0
Kuwait City,3,David Miller,Heavy Bomber,1570.128797124295,Clear,5,850,6000,0
Doha,4,David Miller,Heavy Bomber,2054.894201862133,Clear,5,850,6000,0
Damascus,5,Sarah Connor,Heavy Bomber,463.64045875784797,Clear,8,850,6000,0
Beirut,4,Sarah Connor,Heavy Bomber,415.72849416593107,Clear,8,850,6000,0
Amman,3,Sarah Connor,Heavy Bomber,390.1637287412529,Clear,8,850,6000,0
Cairo,3,Sarah Connor,Heavy Bomber,201.95901286025176,Clear,8,850,6000,0
Baghdad,5,Sarah Connor,Heavy Bomber,1191.2819032577597,Clear,8,850,6000,0
Tehran,4,Sarah Connor,Heavy Bomber,1859.2355657612743,Clouds,8,850,6000,0
Riyadh,3,Sarah Connor,Heavy Bomber,1662.0823516140424,Clear,8,850,6000,0
Tripoli,2,Sarah Connor,Heavy Bomber,1751.0069634215297,Clouds,8,850,6000,0
Ankara,4,Sarah Connor,Heavy Bomber,908.4406467300851,Clear,8,850,6000,0
Khartoum,3,Sarah Connor,Heavy Bomber,1806.5038966206735,Clouds,8,850,6000,0
Gaza,5,Sarah Connor,Heavy Bomber,253.93592162554287,Clear,8,850,6000,0
Sanaa,2,Sarah Connor,Heavy Bomber,2218.9775030061282,Rain,8,850,6000,0
Manama,2,Sarah Connor,Heavy Bomber,1925.9274117692805,Clear,8,850,6000,0
Kuwait City,3,Sarah Connor,Heavy Bomber,1570.128797124295,Clear,8,850,6000,0
Doha,4,Sarah Connor,Heavy Bomber,2054.894201862133,Clear,8,850,6000,0
